DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
12/22/13,4,2.4299
12/22/13,5,2.6486
12/22/13,6,2.4536
12/22/13,7,1.74
12/22/13,8,1.8221
12/22/13,9,1.8413
12/22/13,10,8.5543
12/22/13,11,7.6493
12/22/13,12,6.4633
12/22/13,13,7.3332
12/22/13,14,7.2947
12/22/13,15,7.6008
12/22/13,16,4.0648
12/22/13,17,2.402
12/22/13,18,4.39
12/22/13,19,3.8002
12/22/13,20,4.2183
12/22/13,21,3.1097
12/22/13,22,4.1784
12/22/13,23,3.3818
12/23/13,0,1.8756
12/23/13,1,0.6016
12/23/13,2,0.6205
12/23/13,3,1.148
12/23/13,4,1.4474
12/23/13,5,0.6528
12/23/13,6,0.4791
12/23/13,7,0.6593
12/23/13,8,1.1018
12/23/13,9,1.4403
12/23/13,10,2.1798
12/23/13,11,2.7118
12/23/13,12,3.2506
12/23/13,13,4.9558
12/23/13,14,5.2853
12/23/13,15,7.0635
12/23/13,16,7.4893
12/23/13,17,4.7676
12/23/13,18,4.3169
12/23/13,19,7.3734
12/23/13,20,7.0124
12/23/13,21,10.8028
12/23/13,22,9.5821
12/23/13,23,5.2118
12/24/13,0,4.1152
12/24/13,1,4.2927
12/24/13,2,10.1057
12/24/13,3,8.0532
12/24/13,4,8.9492
12/24/13,5,6.4637
12/24/13,6,8.4363
12/24/13,7,15.8272
12/24/13,8,13.8775
12/24/13,9,14.0099
12/24/13,10,12.6611
12/24/13,11,8.6899
12/24/13,12,7.7886
12/24/13,13,10.9299
12/24/13,14,11.4164
12/24/13,15,10.619
12/24/13,16,6.9304
12/24/13,17,2.3973
12/24/13,18,1.4111
12/24/13,19,3.3386
12/24/13,20,6.0257
12/24/13,21,5.5833
12/24/13,22,4.5459
12/24/13,23,2.0322
12/25/13,0,2.2436
12/25/13,1,2.3359
12/25/13,2,4.4747
12/25/13,3,2.2712
12/25/13,4,1.6865
12/25/13,5,6.1442
12/25/13,6,5.1604
12/25/13,7,3.2065
12/25/13,8,3.8356
12/25/13,9,2.2469
12/25/13,10,3.7192
12/25/13,11,3.734
12/25/13,12,3.4425
12/25/13,13,2.7001
12/25/13,14,2.2136
12/25/13,15,1.7569
12/25/13,16,1.3965
12/25/13,17,1.7903
12/25/13,18,1.614
12/25/13,19,1.5624
12/25/13,20,1.4982
12/25/13,21,7.5623
12/25/13,22,9.3399
12/25/13,23,10.4022
12/26/13,0,12.2744
12/26/13,1,7.4
12/26/13,2,7.1705
12/26/13,3,7.1569
12/26/13,4,9.8491
12/26/13,5,9.976
12/26/13,6,11.8966
12/26/13,7,11.4489
12/26/13,8,7.4763
12/26/13,9,6.0223
12/26/13,10,4.5224
12/26/13,11,1.535
12/26/13,12,2.0831
12/26/13,13,2.8524
12/26/13,14,2.806
12/26/13,15,2.0013
12/26/13,16,5.0911
12/26/13,17,5.4736
12/26/13,18,3.6522
12/26/13,19,1.8761
12/26/13,20,1.3351
12/26/13,21,3.5305
12/26/13,22,3.8413
12/26/13,23,2.2397
12/27/13,0,2.5266
12/27/13,1,4.1749
12/27/13,2,3.5218
12/27/13,3,2.0957
12/27/13,4,1.5951
12/27/13,5,2.2373
12/27/13,6,2.8251
12/27/13,7,2.5687
12/27/13,8,1.9584
12/27/13,9,2.0767
12/27/13,10,1.3623
12/27/13,11,1.4098
12/27/13,12,1.7653
12/27/13,13,1.6263
12/27/13,14,1.5099
12/27/13,15,1.682
12/27/13,16,1.1188
12/27/13,17,1.7134
12/27/13,18,2.4535
12/27/13,19,2.2794
12/27/13,20,2.778
12/27/13,21,1.913
12/27/13,22,1.8712
12/27/13,23,1.6871
12/28/13,0,1.9041
12/28/13,1,1.7899
12/28/13,2,1.7461
12/28/13,3,1.7041
12/28/13,4,1.1873
12/28/13,5,2.1427
12/28/13,6,3.3074
12/28/13,7,6.4494
12/28/13,8,6.4436
12/28/13,9,4.8278
12/28/13,10,5.726
12/28/13,11,5.4686
12/28/13,12,5.6664
12/28/13,13,5.0933
12/28/13,14,5.0039
12/28/13,15,4.4547
12/28/13,16,4.3982
12/28/13,17,3.8355
12/28/13,18,1.9673
12/28/13,19,2.6855
12/28/13,20,4.3793
12/28/13,21,3.6753
12/28/13,22,2.3873
12/28/13,23,2.0683
12/29/13,0,1.3327
12/29/13,1,1.6408
12/29/13,2,1.6377
12/29/13,3,1.0735
12/29/13,4,0.4271
12/29/13,5,1.3476
12/29/13,6,0.9588
12/29/13,7,2.6505
12/29/13,8,1.1772
12/29/13,9,0.7258
12/29/13,10,2.728
12/29/13,11,3.1299
12/29/13,12,3.2775
12/29/13,13,3.3577
12/29/13,14,4.2369
12/29/13,15,3.2861
12/29/13,16,2.9384
12/29/13,17,3.2158
12/29/13,18,3.1272
12/29/13,19,2.2696
12/29/13,20,5.1286
12/29/13,21,12.1578
12/29/13,22,13.7522
12/29/13,23,14.2924
12/30/13,0,15.3066
12/30/13,1,11.9812
12/30/13,2,11.7106
12/30/13,3,11.756
12/30/13,4,11.4655
12/30/13,5,11.0045
12/30/13,6,9.137
12/30/13,7,7.2666
12/30/13,8,6.5361
12/30/13,9,4.4096
12/30/13,10,2.3043
12/30/13,11,4.5618
12/30/13,12,2.8729
12/30/13,13,5.6321
12/30/13,14,7.4198
12/30/13,15,7.6515
12/30/13,16,6.9151
12/30/13,17,5.5257
12/30/13,18,5.4366
12/30/13,19,3.7817
12/30/13,20,2.2425
12/30/13,21,1.7853
12/30/13,22,2.0706
12/30/13,23,5.0117
12/31/13,0,7.3636
12/31/13,1,3.3782
12/31/13,2,2.4142
12/31/13,3,3.0985
12/31/13,4,1.9908
12/31/13,5,3.121
12/31/13,6,3.3598
12/31/13,7,3.0812
12/31/13,8,3.1155
12/31/13,9,9.8112
12/31/13,10,5.4636
12/31/13,11,6.2062
12/31/13,12,6.9543
12/31/13,13,7.9096
12/31/13,14,6.893
12/31/13,15,8.3672
12/31/13,16,7.5021
12/31/13,17,7.5903
12/31/13,18,8.1923
12/31/13,19,5.9127
12/31/13,20,6.2429
12/31/13,21,7.0569
12/31/13,22,4.4373
12/31/13,23,5.7618
